,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
1625,17656319,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644567,=,nM,18.0,CHEMBL3105,Homo sapiens,IC50,nM,18.0
1626,17656320,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644568,=,nM,32.0,CHEMBL3105,Homo sapiens,IC50,nM,32.0
1627,17656321,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644569,=,nM,21.0,CHEMBL3105,Homo sapiens,IC50,nM,21.0
1628,17656322,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644570,=,nM,20.0,CHEMBL3105,Homo sapiens,IC50,nM,20.0
1629,17656323,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644571,=,nM,17.0,CHEMBL3105,Homo sapiens,IC50,nM,17.0
1630,17656324,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644572,=,nM,18.0,CHEMBL3105,Homo sapiens,IC50,nM,18.0
1631,17656325,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644573,=,nM,35.0,CHEMBL3105,Homo sapiens,IC50,nM,35.0
1632,17656326,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644574,=,nM,35.0,CHEMBL3105,Homo sapiens,IC50,nM,35.0
1633,17656327,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644575,=,nM,39.0,CHEMBL3105,Homo sapiens,IC50,nM,39.0
1634,17656328,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644576,=,nM,51.0,CHEMBL3105,Homo sapiens,IC50,nM,51.0
1635,17656329,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644577,=,nM,26.0,CHEMBL3105,Homo sapiens,IC50,nM,26.0
1636,17656330,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644578,=,nM,41.0,CHEMBL3105,Homo sapiens,IC50,nM,41.0
1637,17656331,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644579,=,nM,43.0,CHEMBL3105,Homo sapiens,IC50,nM,43.0
1638,17656332,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644580,=,nM,29.0,CHEMBL3105,Homo sapiens,IC50,nM,29.0
1639,17656333,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644581,=,nM,13.0,CHEMBL3105,Homo sapiens,IC50,nM,13.0
1640,17656334,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644582,=,nM,28.0,CHEMBL3105,Homo sapiens,IC50,nM,28.0
1641,17656335,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644583,=,nM,31.0,CHEMBL3105,Homo sapiens,IC50,nM,31.0
1642,17656336,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644584,=,nM,49.0,CHEMBL3105,Homo sapiens,IC50,nM,49.0
1643,17656337,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644585,=,nM,44.0,CHEMBL3105,Homo sapiens,IC50,nM,44.0
1644,17656338,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644586,=,nM,19.0,CHEMBL3105,Homo sapiens,IC50,nM,19.0
1645,17656339,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644587,=,nM,12.0,CHEMBL3105,Homo sapiens,IC50,nM,12.0
1646,17656340,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644588,=,nM,20.0,CHEMBL3105,Homo sapiens,IC50,nM,20.0
1647,17656341,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644589,=,nM,15.0,CHEMBL3105,Homo sapiens,IC50,nM,15.0
1648,17656342,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644590,=,nM,39.0,CHEMBL3105,Homo sapiens,IC50,nM,39.0
1649,17656343,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644591,=,nM,42.0,CHEMBL3105,Homo sapiens,IC50,nM,42.0
1650,17656344,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644592,=,nM,13.0,CHEMBL3105,Homo sapiens,IC50,nM,13.0
1651,17656345,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644593,=,nM,38.0,CHEMBL3105,Homo sapiens,IC50,nM,38.0
1652,17656346,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",B,CHEMBL3644594,=,nM,21.0,CHEMBL3105,Homo sapiens,IC50,nM,21.0
